Accl X	Accl Y	Accl Z	Gyro X	Gyro Y	Gyro Z	Mag X	Mag Y	Mag Z	RPkt#	Rtime	LPkt#	Ltime
-16686	-750	1656	2177	33	-183	-768	228	-460	108	5359	108	71841971
-16504	-28	1582	1061	-148	-264	-767	233	-455	109	5408	109	71841991
-16948	-438	2392	397	-294	-371	-760	228	-452	110	5457	110	71842042
-16980	-558	1930	-231	150	-247	-762	232	-454	111	5507	111	71842072
-16814	-332	1856	-743	381	-356	-768	234	-452	112	5557	112	71842151
-16990	-338	1720	-1606	177	-360	-764	230	-450	113	5607	113	71842201
-16478	-570	1920	-2411	337	-353	-765	227	-451	114	5656	114	71842247
-16760	-666	2114	-3672	405	-337	-764	226	-452	115	5705	115	71842302
-17042	-618	1708	-5333	420	-94	-757	225	-453	116	5755	116	71842360
-16924	-1156	1902	-6788	1254	-105	-768	232	-450	117	5805	117	71842412
-16936	-508	1774	-8793	1118	-235	-766	230	-460	118	5855	118	71842459
-16328	-1130	1628	-9489	1437	-184	-763	225	-467	119	5904	119	71842515
-17668	-690	1868	-11676	529	-774	-762	230	-462	120	5953	120	71842541
-15618	-912	1332	-11545	1616	-369	-765	223	-467	121	6003	121	71842591
-17794	-1422	1654	-15022	480	-1347	-760	228	-474	122	6053	122	71842621
-15982	422	1160	-13585	392	-473	-762	224	-482	123	6103	123	71842672
-16890	-1384	1884	-16071	705	-1556	-765	227	-487	124	6153	124	71842750
-16940	76	1772	-15373	-460	-826	-761	221	-499	125	6201	125	71842812
-15852	-182	1780	-14638	141	-805	-767	223	-501	126	6251	126	71842842
-17314	-798	1928	-15244	-1544	-950	-763	227	-501	127	6301	127	71842869
-16986	-398	1252	-14093	256	-745	-764	218	-512	128	6351	128	71842942
-17588	-116	1580	-14574	-246	-1159	-774	220	-514	129	6401	129	71842971
-15614	542	670	-11310	683	-51	-769	217	-519	130	6449	130	71843021
-17714	-1418	1220	-11500	500	-1010	-776	220	-516	131	6499	131	71843052
-17002	-344	780	-9716	-84	-84	-785	217	-527	132	6549	132	71843106
-16086	-306	668	-9135	763	-559	-787	223	-527	133	6599	133	71843180
-17344	-908	1116	-7507	-202	-259	-790	214	-524	134	6649	134	71843262
-16606	-432	816	-6034	238	-101	-787	217	-533	135	6697	135	71843316
-16828	-1080	626	-5008	333	-264	-788	214	-532	136	6747	136	71843366
-16852	-832	394	-4365	877	-74	-783	217	-531	137	6797	137	71843392
-17034	-780	628	-3385	854	-136	-790	220	-532	138	6847	138	71843416
-16820	-994	590	-3050	1083	-102	-795	219	-537	139	6897	139	71843471
-16734	-354	568	-2734	1051	-57	-793	221	-537	140	6946	140	71843545
-16696	-538	388	-1594	1135	-175	-791	211	-535	141	6995	141	71843573
-16742	-336	402	-922	923	67	-792	214	-542	142	7045	142	71843626
-16872	-1220	84	-29	722	-40	-789	221	-537	143	7095	143	71843653
-16534	-820	260	523	899	-38	-791	213	-535	144	7145	144	71843727
-16642	-692	270	1134	100	208	-794	212	-536	145	7195	145	71843780
-16812	-398	720	2723	-549	135	-786	216	-534	146	7243	146	71843842
-16722	-428	164	3086	150	-186	-784	214	-536	147	7293	147	71843863
-17044	44	526	4086	-274	-233	-783	215	-533	148	7343	148	71843941
-17152	70	938	6398	-186	318	-778	220	-524	149	7393	149	71843946
-17030	-388	956	8496	773	783	-777	213	-527	150	7443	150	71844017
-16646	-262	848	10275	1203	800	-774	220	-524	151	7491	151	71844067
-16650	-478	1204	11529	707	929	-775	219	-509	152	7541	152	71844127
-16816	-798	1420	12175	488	922	-764	224	-512	153	7591	153	71844177
-17010	-852	1420	12103	675	1028	-768	220	-504	154	7641	154	71844232
-16734	-444	1216	11664	1309	1149	-764	220	-502	155	7691	155	71844256
-16752	-1014	948	11656	1411	1110	-759	221	-493	156	7739	156	71844330
-16746	-1460	904	10679	937	1222	-760	222	-486	157	7789	157	71844383
-16996	-712	704	8830	439	974	-760	224	-482	158	7839	158	71844433
-16460	-886	1156	8682	636	1046	-753	229	-479	159	7889	159	71844463
-17030	-880	1020	7578	-185	930	-763	229	-471	160	7939	160	71844541
-16970	-640	764	6332	-319	800	-766	228	-470	161	7987	161	71844588
-16566	-570	896	5411	-332	482	-762	230	-464	162	8037	162	71844616
-16828	-348	846	4392	-665	367	-762	234	-464	163	8087	163	71844665
-16888	-618	1102	3366	-756	190	-764	228	-458	164	8137	164	71844720
-16620	-580	854	1994	-843	148	-765	229	-455	165	8187	165	71844770
-16856	-404	942	1021	-417	92	-769	235	-461	166	8236	166	71844848
-16740	-618	1166	635	-83	-21	-762	232	-452	167	8285	167	71844933
-16862	-696	1236	-207	-152	-95	-765	229	-451	168	8335	168	71844985
-16788	-862	1234	-1230	121	-23	-765	231	-459	169	8385	169	71845035
-16976	-464	1092	-2327	397	-193	-770	228	-458	170	8435	170	71845036
-16714	-746	1232	-3037	852	-162	-771	233	-453	171	8485	171	71845114
-17250	-702	1592	-4676	702	-182	-770	228	-452	172	8533	172	71845116
-16958	-1724	968	-6888	2424	-402	-764	232	-458	173	8583	173	71845166
-16040	-572	1686	-9759	2738	-816	-766	230	-464	174	8633	174	71845219
-16900	-538	408	-10142	-27	-375	-764	228	-472	175	8683	175	71845245
-16688	-1154	1036	-11497	887	-712	-770	230	-470	176	8733	176	71845324
-16410	-560	378	-12911	420	-675	-762	234	-474	177	8781	177	71845379
-17098	-1014	1818	-14190	502	-1097	-769	229	-475	178	8831	178	71845405
-16308	-944	962	-14115	-86	-952	-766	228	-482	179	8881	179	71845435
-16952	-478	1828	-14868	869	-1383	-773	225	-485	180	8931	180	71845560
-16514	-46	706	-15019	664	-1415	-765	227	-491	181	8981	181	71845587
-16388	-1272	328	-16005	2366	-1924	-764	224	-498	182	9030	182	71845612
-16944	362	738	-16308	-93	-1581	-764	228	-500	183	9079	183	71845666
-17104	-1388	1006	-15674	535	-1859	-768	216	-504	184	9129	184	71845721
-16876	-308	840	-15613	-1077	-1742	-771	223	-511	185	9179	185	71845771
-15836	-24	422	-14851	-296	-1466	-774	218	-520	186	9229	186	71845824
-18466	-1106	1082	-14801	-1275	-1927	-775	215	-519	187	9279	187	71845848
-16078	-334	180	-12943	-267	-901	-780	214	-522	188	9327	188	71845925
-16830	-750	348	-12059	-589	-1659	-785	217	-529	189	9377	189	71845952
-16322	-360	244	-10229	-653	-789	-789	217	-539	190	9427	190	71845978
-17210	-652	736	-9249	-981	-1054	-795	215	-533	191	9477	191	71846031
-17424	-818	826	-8244	-708	-701	-794	212	-534	192	9527	192	71846107
-16638	-76	666	-6526	-800	-399	-791	213	-535	193	9575	193	71846156
-16474	-606	656	-5409	-946	-459	-792	218	-542	194	9625	194	71846215
-16944	-730	1010	-3251	-181	131	-792	212	-536	195	9675	195	71846242
-16782	102	1170	-2257	5	135	-800	218	-532	196	9725	196	71846316
-17228	-712	1010	-772	46	33	-796	214	-534	197	9775	197	71846366
-16700	-852	804	-868	696	164	-792	214	-532	198	9823	198	71846421
-16254	-212	622	-133	376	66	-797	213	-541	199	9873	199	71846469
-17162	-1022	1120	626	-10	-3	-796	214	-540	200	9923	200	71846548
-16856	-1038	1176	1217	-320	-59	-793	213	-537	201	9973	201	71846599
-16736	124	1184	1742	-472	-124	-797	213	-529	202	10023	202	71846622
-17160	146	1438	3443	-478	64	-795	215	-531	203	10071	203	71846651
-16864	-12	1522	6057	587	190	-792	218	-528	204	10121	204	71846704
-16542	-398	1768	7711	228	912	-787	219	-529	205	10171	205	71846729
-16798	-506	2112	9292	-82	502	-784	218	-522	206	10221	206	71846780
-16798	76	2428	10224	199	789	-779	219	-523	207	10271	207	71846855
-17256	402	2000	11872	100	1054	-772	218	-512	208	10321	208	71846885
-16968	170	2006	13874	806	728	-776	224	-510	209	10369	209	71846939
-16768	-284	2174	15164	720	1122	-773	225	-499	210	10419	210	71847063
-16070	-388	1714	15491	740	417	-766	224	-494	211	10469	211	71847145
-16950	-414	2158	14645	520	447	-763	221	-489	212	10519	212	71847211
-17264	-1160	2104	13916	313	492	-770	224	-488	213	10569	213	71847237
-17106	-1338	1658	11748	800	555	-769	227	-483	214	10617	214	71847238
-15926	-1254	1368	9982	1024	888	-766	226	-470	215	10667	215	71847313
-17602	-612	1756	7429	-257	343	-759	227	-471	216	10717	216	71847407
-16472	-118	1394	5904	360	670	-768	230	-466	217	10767	217	71847455
-16474	-372	1416	4334	115	135	-762	230	-458	218	10817	218	71847535
-16462	-108	1298	3662	-417	323	-764	230	-460	219	10865	219	71847536
-17516	-154	1604	2347	-617	234	-773	231	-459	220	10915	220	71847582
-16030	300	2920	1333	-381	290	-768	234	-454	221	10965	221	71847612
-17008	678	1318	1737	-982	522	-778	228	-448	222	11015	222	71847631
-16796	-132	1092	1830	-311	155	-769	235	-451	223	11065	223	71847744
-17156	-308	1360	671	-284	-287	-774	232	-452	224	11113	224	71847795
-17276	640	1652	-45	-303	-209	-775	229	-445	225	11163	225	71847847
-16440	392	1952	-617	334	-498	-776	230	-444	226	11213	226	71847892
-17328	-224	1680	-1519	768	-494	-772	234	-444	227	11263	227	71847945
-16430	-458	1314	-2540	1588	-480	-771	237	-447	228	11313	228	71848001
-17464	210	1574	-4431	745	-613	-768	230	-448	229	11362	229	71848155
-16664	-16	1264	-5166	1474	-381	-767	235	-453	230	11411	230	71848201
-17368	-728	1240	-6787	1591	-513	-765	233	-455	231	11461	231	71848204
-16612	-200	1432	-8529	1430	-684	-768	228	-454	232	11511	232	71848234
-16696	-656	946	-9816	2165	-1242	-770	228	-460	233	11561	233	71848234
-16658	-984	606	-12311	1983	-853	-766	232	-458	234	11610	234	71848235
-16424	-1176	1212	-14061	1853	-1290	-762	230	-468	235	11659	235	71848305
-16714	-726	1514	-15729	1195	-1437	-771	231	-477	236	11709	236	71848332
-16336	12	1104	-16393	563	-1440	-763	229	-487	237	11759	237	71848377
-17476	-490	1364	-17855	409	-1899	-764	230	-492	238	11809	238	71848421
-16040	-400	518	-17140	684	-1679	-762	224	-496	239	11858	239	71848446
-17430	-1074	1342	-18907	433	-2246	-770	224	-508	240	11907	240	71848555
-16578	706	772	-17778	-456	-1642	-767	221	-509	241	11957	241	71848601
-16294	-88	684	-17175	-162	-2175	-773	223	-513	242	12007	242	71848629
-16602	-466	978	-15591	-1468	-1824	-774	218	-516	243	12057	243	71848704
-16850	-316	1002	-14361	-1342	-1333	-771	221	-523	244	12106	244	71848735
-17526	-404	996	-12981	-1406	-1397	-781	219	-529	245	12155	245	71848808
-16294	-508	302	-11487	-743	-1487	-785	219	-531	246	12205	246	71848836
-17004	-1368	784	-10607	-1572	-1069	-791	217	-531	247	12255	247	71848863
-16508	-988	1004	-8853	-1185	-751	-789	225	-533	248	12305	248	71848920
-16912	-1170	1050	-8323	-1350	-847	-789	211	-531	249	12354	249	71848972
-17130	-732	1150	-7278	-670	-541	-793	215	-531	250	12404	250	71849024
-16812	-1110	1258	-5599	-555	-309	-791	221	-535	251	12453	251	71849051
-17038	-1118	1490	-4260	-63	-43	-791	219	-531	252	12503	252	71849132
-16622	-1010	984	-4004	504	-203	-799	215	-535	253	12553	253	71849196
-16970	-844	1354	-3054	263	-32	-796	216	-536	254	12603	254	71849226
-16598	-478	1008	-1873	346	13	-796	218	-536	255	12652	255	71849251
-16724	-978	1232	-635	515	-122	-800	214	-538	256	12701	256	71849332
-17064	-890	1210	621	450	84	-799	213	-537	257	12751	257	71849355
-16664	-378	1146	1595	343	16	-796	224	-534	258	12801	258	71849405
-16814	-180	1436	3393	451	156	-796	216	-536	259	12851	259	71849434
-17044	296	1480	5772	855	296	-792	220	-536	260	12900	260	71849505
-16944	60	1112	8324	1834	545	-787	217	-527	261	12949	261	71849510
-16350	-554	1366	10205	2521	584	-781	221	-527	262	12999	262	71849583
-17134	-1102	1694	11054	1209	792	-785	219	-523	263	13049	263	71849664
-16274	-666	1412	11191	986	582	-779	221	-519	264	13099	264	71849764
-16972	-516	1776	12095	493	465	-771	225	-517	265	13148	265	71849811
-16648	-742	1672	11877	606	773	-769	219	-511	266	13197	266	71849836
-17164	-708	1670	11757	260	867	-767	223	-503	267	13247	267	71849916
-16508	-950	1426	11586	429	736	-763	227	-495	268	13297	268	71849965
-16928	-790	1338	11060	243	649	-758	222	-494	269	13347	269	71849996
-16938	-742	1646	10135	535	685	-759	227	-487	270	13396	270	71850049
-16334	-950	2120	9518	-34	558	-758	230	-484	271	13446	271	71850050
-16836	-666	1756	8192	-658	494	-764	224	-476	272	13495	272	71850148
-16930	-602	1508	7268	-208	486	-763	227	-473	273	13545	273	71850169
-16846	-448	1956	6924	238	528	-760	230	-464	274	13595	274	71850219
-16368	-954	1688	6197	876	405	-767	229	-461	275	13644	275	71850370
-17562	-882	1782	4720	-106	228	-762	226	-466	276	13694	276	71850758
-16306	-604	1364	4050	864	37	-761	231	-455	277	13743	277	71850881
-16980	-586	1676	2769	203	-273	-758	236	-456	278	13793	278	71850924
-16862	-842	1292	1910	586	-101	-765	231	-453	279	13843	279	71850927
-16650	-618	1404	695	529	-155	-766	230	-462	280	13892	280	71850929
-16974	-608	1338	-776	605	-282	-767	235	-455	281	13942	281	71850931
-16390	-984	1262	-1828	918	-178	-763	233	-455	282	13991	282	71850933
-17214	-934	1810	-4240	710	-321	-763	231	-457	283	14041	283	71850937
-16740	-644	1236	-5862	1034	-48	-766	236	-460	284	14091	284	71850939
-16416	-1766	1438	-7726	1439	-410	-759	233	-455	285	14140	285	71850941
-17112	-1098	1320	-9708	154	-539	-764	238	-464	286	14190	286	71850950
-16144	-824	1324	-10747	585	-646	-765	229	-467	287	14239	287	71850951
-17090	-1108	1446	-13099	-335	-801	-764	230	-470	288	14289	288	71850953
-16692	-1264	1638	-13462	207	-634	-763	229	-473	289	14339	289	71851006
-16928	-820	1780	-15143	-39	-911	-766	234	-478	290	14388	290	71851029
-15480	-1260	1502	-15708	15	-423	-761	229	-483	291	14438	291	71851104
-18280	-1160	1912	-17674	-1564	-869	-765	229	-487	292	14487	292	71851154
-15390	1244	1444	-15665	-1050	-100	-764	226	-494	293	14537	293	71851235
-17532	-698	1824	-16269	-569	-1154	-763	227	-495	294	14587	294	71851260
-18176	-438	1860	-15263	-693	-488	-765	233	-499	295	14636	295	71851340
-15836	-2	806	-14671	428	-850	-767	221	-507	296	14686	296	71851368
-17324	-340	1436	-14239	-690	-827	-772	220	-510	297	14736	297	71851395
-16770	-26	1430	-12694	-114	-411	-775	221	-513	298	14785	298	71851398
-16690	-6	1290	-11450	-941	-901	-785	225	-517	299	14835	299	71851446
-16974	-1146	1590	-10235	-933	-442	-780	220	-522	300	14885	300	71851532
-16726	-906	1572	-9702	133	-418	-782	220	-524	301	14934	301	71851570
-16622	-72	1464	-8688	201	-306	-786	218	-522	302	14984	302	71851600
-16908	-1016	1712	-7629	601	-217	-791	221	-531	303	15033	303	71851625
-16506	-976	1316	-6680	486	74	-795	219	-527	304	15083	304	71851701
-16738	-132	1878	-5652	414	-105	-792	222	-530	305	15133	305	71851729
-17030	-446	2060	-4569	-19	-46	-799	217	-533	306	15182	306	71851755
-17010	-740	1560	-3557	385	-240	-794	220	-532	307	15232	307	71851834
-16804	-276	1278	-3057	822	-340	-800	216	-532	308	15281	308	71851908
-16856	-392	892	-2306	932	22	-794	220	-534	309	15331	309	71851935
-16728	-1156	1372	-1864	1036	-268	-803	219	-537	310	15381	310	71851961
-16560	-1326	1172	-952	993	-199	-794	224	-536	311	15430	311	71851989
-16920	-1104	1288	-972	450	-171	-793	217	-537	312	15480	312	71852063
-16456	-824	760	-106	488	-49	-796	216	-544	313	15529	313	71852116
-17056	-392	966	705	-175	-93	-792	220	-536	314	15579	314	71852169
-16668	-312	980	2319	536	70	-792	216	-532	315	15629	315	71852219
-16868	-304	1406	3410	339	-169	-794	216	-532	316	15678	316	71852271
-17058	0	1196	5082	728	266	-792	222	-530	317	15728	317	71852301
-16408	-290	1210	7137	1208	132	-786	220	-524	318	15778	318	71852368
-17378	-104	1560	8787	1158	604	-779	215	-527	319	15827	319	71852449
-16630	-180	1290	10453	1086	467	-780	220	-524	320	15877	320	71852526
-16730	-498	1820	11600	1087	609	-776	226	-520	321	15926	321	71852580
-16950	26	1928	12534	544	671	-768	224	-512	322	15976	322	71852627
-17126	-660	2280	13078	752	740	-771	217	-507	323	16026	323	71852653
-16880	-536	1848	13055	1262	1225	-768	226	-498	324	16075	324	71852731
-16592	-794	1784	12907	1566	956	-767	227	-497	325	16125	325	71852757
-16664	-1270	1786	12452	795	1136	-763	227	-493	326	16174	326	71852810
-16124	-620	1506	11397	1065	1138	-763	227	-491	327	16224	327	71852842
-16680	-376	1802	9977	153	1010	-761	227	-477	328	16274	328	71852917
-16686	-1638	1336	9404	96	1145	-761	229	-475	329	16323	329	71852971
-17376	-1632	1864	7646	-758	846	-762	228	-470	330	16373	330	71853012
-16448	-944	1136	5948	-945	576	-764	228	-466	331	16422	331	71853045
-16588	-226	1166	4603	-956	219	-768	234	-466	332	16472	332	71853160
-15966	-628	1016	4231	-1047	660	-766	230	-462	333	16522	333	71853241
-18476	-1218	2466	2556	-1722	159	-764	232	-460	334	16571	334	71853270
-16432	-740	1390	1347	-676	-13	-770	228	-450	335	16621	335	71853371
-16656	-1342	1996	-395	-780	-877	-767	231	-453	336	16670	336	71853448
-17422	-720	2556	-2627	-1639	-717	-770	240	-450	337	16720	337	71853449
-16442	-24	1646	-2725	-91	-832	-769	225	-449	338	16770	338	71853450
-17114	-352	1996	-4660	70	-580	-769	225	-447	339	16820	339	71853500
-16768	-342	1728	-4350	704	-400	-767	231	-447	340	16869	340	71853565
-16444	-260	1926	-5390	852	-270	-772	228	-446	341	16918	341	71853566
-17434	-572	1962	-7975	961	-147	-761	229	-451	343	17018	342	71853625
-15654	-762	1236	-8713	2238	-166	-763	229	-463	344	17068	343	71853722
-17564	-556	2052	-11522	850	-499	-763	233	-459	345	17117	344	71853726
-16792	-798	1620	-11175	1175	1	-755	227	-467	346	17166	345	71853776
-16748	-970	1304	-12782	2044	-670	-758	224	-470	347	17216	346	71853804
-16996	-942	2078	-14299	1047	-452	-764	230	-472	348	17266	347	71853852
-16170	-422	1190	-13969	1361	-710	-759	225	-483	349	17316	348	71853915
-16656	-1180	1304	-15619	1079	-940	-762	228	-492	350	17365	349	71853947
-16814	-1606	1910	-15653	562	-741	-767	217	-499	351	17415	350	71853970
-17280	-808	1468	-16922	-55	-896	-770	218	-498	352	17464	351	71854051
-17528	340	1852	-17824	-251	-1330	-770	224	-506	353	17514	352	71854130
-15798	-628	1364	-16232	392	-1459	-768	220	-514	354	17564	353	71854152
-16942	-848	1384	-15977	-828	-1331	-770	220	-516	355	17613	354	71854202
-17146	252	1318	-15407	-973	-1632	-780	218	-526	356	17663	355	71854230
-16314	48	892	-13305	-662	-1342	-785	219	-529	357	17712	356	71854312
-16932	-642	968	-11502	-937	-972	-784	216	-528	358	17762	357	71854362
-17310	-398	902	-10484	-1103	-828	-791	213	-535	359	17812	358	71854388
-16508	-200	1046	-8483	-484	-476	-795	219	-537	360	17862	359	71854439
-16816	-396	1028	-6591	-472	-174	-793	217	-539	361	17911	360	71854520
-17292	-952	860	-5072	-98	-117	-794	216	-534	362	17960	361	71854570
-16312	-1028	854	-4401	411	179	-796	216	-534	363	18010	362	71854595
-16636	-1138	1404	-3243	-31	148	-800	218	-542	364	18060	363	71854626
-16872	-1362	1220	-2541	-55	307	-796	214	-536	365	18110	364	71854731
-16790	-470	1342	-2531	-108	343	-795	215	-541	366	18159	365	71854785
-16908	-614	1178	-1734	236	198	-798	216	-532	367	18208	366	71854785
